FIPS,fmr0,fmr1,fmr2,fmr3,fmr4,county,State,CouSub,pop2000,countyname,Metro_code,Areaname,county_town_name,ACS_2010_sm_2,state_alpha,fmr_type,metro,FMR_PCT_Change,FMR_Dollar_Change
0100199999,552,653,735,975,1287,1,1,99999,43671,Autauga County,METRO33860M33860,"Montgomery, AL MSA",Autauga County,735,AL,40,1,1,0
0100399999,534,643,764,1013,1160,3,1,99999,140415,Baldwin County,NCNTY01003N01003,"Baldwin County, AL",Baldwin County,764,AL,40,0,1,0
0100599999,448,449,539,667,687,5,1,99999,29038,Barbour County,NCNTY01005N01005,"Barbour County, AL",Barbour County,539,AL,40,0,1,0
0100799999,634,705,786,997,1027,7,1,99999,20826,Bibb County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,735,AL,40,1,1.0693877551,51
0100999999,634,705,786,997,1027,9,1,99999,51024,Blount County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,735,AL,40,1,1.0693877551,51
0101199999,397,449,550,659,710,11,1,99999,11714,Bullock County,NCNTY01011N01011,"Bullock County, AL",Bullock County,550,AL,40,0,1,0
0101399999,397,449,550,659,710,13,1,99999,21399,Butler County,NCNTY01013N01013,"Butler County, AL",Butler County,550,AL,40,0,1,0
0101599999,426,471,585,773,909,15,1,99999,112249,Calhoun County,METRO11500M11500,"Anniston-Oxford, AL MSA",Calhoun County,585,AL,40,1,1,0
0101799999,445,483,536,727,750,17,1,99999,36583,Chambers County,NCNTY01017N01017,"Chambers County, AL",Chambers County,536,AL,40,0,1,0
0101999999,464,465,560,667,688,19,1,99999,23988,Cherokee County,NCNTY01019N01019,"Cherokee County, AL",Cherokee County,560,AL,40,0,1,0
0102199999,398,550,612,769,881,21,1,99999,39593,Chilton County,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",Chilton County,612,AL,40,1,1,0
0102399999,444,469,536,680,908,23,1,99999,15922,Choctaw County,NCNTY01023N01023,"Choctaw County, AL",Choctaw County,536,AL,40,0,1,0
0102599999,348,481,536,642,942,25,1,99999,27867,Clarke County,NCNTY01025N01025,"Clarke County, AL",Clarke County,536,AL,40,0,1,0
0102799999,446,448,536,662,825,27,1,99999,14254,Clay County,NCNTY01027N01027,"Clay County, AL",Clay County,536,AL,40,0,1,0
0102999999,450,451,541,663,825,29,1,99999,14123,Cleburne County,NCNTY01029N01029,"Cleburne County, AL",Cleburne County,542,AL,40,0,0.9981549815,-1
0103199999,426,487,551,754,967,31,1,99999,43615,Coffee County,NCNTY01031N01031,"Coffee County, AL",Coffee County,552,AL,40,0,0.9981884058,-1
0103399999,490,493,598,762,945,33,1,99999,54984,Colbert County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Colbert County,598,AL,40,1,1,0
0103599999,444,469,536,680,908,35,1,99999,14089,Conecuh County,NCNTY01035N01035,"Conecuh County, AL",Conecuh County,536,AL,40,0,1,0
0103799999,435,481,536,726,815,37,1,99999,12202,Coosa County,NCNTY01037N01037,"Coosa County, AL",Coosa County,536,AL,40,0,1,0
0103999999,446,447,536,731,754,39,1,99999,37631,Covington County,NCNTY01039N01039,"Covington County, AL",Covington County,536,AL,40,0,1,0
0104199999,397,449,550,659,710,41,1,99999,13665,Crenshaw County,NCNTY01041N01041,"Crenshaw County, AL",Crenshaw County,550,AL,40,0,1,0
0104399999,464,478,560,753,774,43,1,99999,77483,Cullman County,NCNTY01043N01043,"Cullman County, AL",Cullman County,560,AL,40,0,1,0
0104599999,414,478,536,774,939,45,1,99999,49129,Dale County,NCNTY01045N01045,"Dale County, AL",Dale County,536,AL,40,0,1,0
0104799999,355,493,547,690,740,47,1,99999,46365,Dallas County,NCNTY01047N01047,"Dallas County, AL",Dallas County,547,AL,40,0,1,0
0104999999,400,425,536,713,733,49,1,99999,64452,DeKalb County,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,536,AL,40,0,1,0
0105199999,552,653,735,975,1287,51,1,99999,65874,Elmore County,METRO33860M33860,"Montgomery, AL MSA",Elmore County,735,AL,40,1,1,0
0105399999,445,451,536,668,822,53,1,99999,38440,Escambia County,NCNTY01053N01053,"Escambia County, AL",Escambia County,536,AL,40,0,1,0
0105599999,386,488,593,760,785,55,1,99999,103459,Etowah County,METRO23460M23460,"Gadsden, AL MSA",Etowah County,594,AL,40,1,0.9983164983,-1
0105799999,352,407,536,781,943,57,1,99999,18495,Fayette County,NCNTY01057N01057,"Fayette County, AL",Fayette County,536,AL,40,0,1,0
0105999999,349,452,536,723,941,59,1,99999,31223,Franklin County,NCNTY01059N01059,"Franklin County, AL",Franklin County,536,AL,40,0,1,0
0106199999,414,487,552,705,806,61,1,99999,25764,Geneva County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,553,AL,40,1,0.9981916817,-1
0106399999,482,557,722,928,957,63,1,99999,9974,Greene County,METRO46220M46220,"Tuscaloosa, AL MSA",Greene County,723,AL,40,1,0.9986168741,-1
0106599999,482,557,722,928,957,65,1,99999,17185,Hale County,METRO46220M46220,"Tuscaloosa, AL MSA",Hale County,723,AL,40,1,0.9986168741,-1
0106799999,350,482,536,641,660,67,1,99999,16310,Henry County,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",Henry County,536,AL,40,1,1,0
0106999999,414,487,552,705,806,69,1,99999,88787,Houston County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Houston County,553,AL,40,1,0.9981916817,-1
0107199999,445,482,536,683,941,71,1,99999,53926,Jackson County,NCNTY01071N01071,"Jackson County, AL",Jackson County,536,AL,40,0,1,0
0107399999,634,705,786,997,1027,73,1,99999,662047,Jefferson County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,735,AL,40,1,1.0693877551,51
0107599999,359,445,536,716,940,75,1,99999,15904,Lamar County,NCNTY01075N01075,"Lamar County, AL",Lamar County,536,AL,40,0,1,0
0107799999,490,493,598,762,945,77,1,99999,87966,Lauderdale County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Lauderdale County,598,AL,40,1,1,0
0107999999,466,523,602,787,817,79,1,99999,34803,Lawrence County,METRO19460M19460,"Decatur, AL MSA",Lawrence County,603,AL,40,1,0.9983416252,-1
0108199999,421,502,647,851,874,81,1,99999,115092,Lee County,METRO12220M12220,"Auburn-Opelika, AL MSA",Lee County,647,AL,40,1,1,0
0108399999,517,563,665,910,999,83,1,99999,65676,Limestone County,METRO26620M26620,"Huntsville, AL MSA",Limestone County,665,AL,40,1,1,0
0108599999,552,653,735,975,1287,85,1,99999,13473,Lowndes County,METRO33860M33860,"Montgomery, AL MSA",Lowndes County,735,AL,40,1,1,0
0108799999,397,428,551,735,759,87,1,99999,24105,Macon County,NCNTY01087N01087,"Macon County, AL",Macon County,552,AL,40,0,0.9981884058,-1
0108999999,517,563,665,910,999,89,1,99999,276700,Madison County,METRO26620M26620,"Huntsville, AL MSA",Madison County,665,AL,40,1,1,0
0109199999,445,473,536,694,713,91,1,99999,22539,Marengo County,NCNTY01091N01091,"Marengo County, AL",Marengo County,536,AL,40,0,1,0
0109399999,348,407,536,681,942,93,1,99999,31214,Marion County,NCNTY01093N01093,"Marion County, AL",Marion County,536,AL,40,0,1,0
0109599999,472,506,571,771,849,95,1,99999,82231,Marshall County,NCNTY01095N01095,"Marshall County, AL",Marshall County,572,AL,40,0,0.9982517483,-1
0109799999,579,619,699,916,1081,97,1,99999,399843,Mobile County,METRO33660M33660,"Mobile, AL MSA",Mobile County,700,AL,40,1,0.9985714286,-1
0109999999,445,483,536,742,820,99,1,99999,24324,Monroe County,NCNTY01099N01099,"Monroe County, AL",Monroe County,536,AL,40,0,1,0
0110199999,552,653,735,975,1287,101,1,99999,223510,Montgomery County,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,735,AL,40,1,1,0
0110399999,466,523,602,787,817,103,1,99999,111064,Morgan County,METRO19460M19460,"Decatur, AL MSA",Morgan County,603,AL,40,1,0.9983416252,-1
0110599999,445,473,536,694,713,105,1,99999,11861,Perry County,NCNTY01105N01105,"Perry County, AL",Perry County,536,AL,40,0,1,0
0110799999,359,445,536,716,940,107,1,99999,20949,Pickens County,NCNTY01107N01107,"Pickens County, AL",Pickens County,536,AL,40,0,1,0
0110999999,427,460,536,688,710,109,1,99999,29605,Pike County,NCNTY01109N01109,"Pike County, AL",Pike County,536,AL,40,0,1,0
0111199999,446,448,536,662,825,111,1,99999,22380,Randolph County,NCNTY01111N01111,"Randolph County, AL",Randolph County,536,AL,40,0,1,0
0111399999,544,573,656,872,1033,113,1,99999,49756,Russell County,METRO17980M17980,"Columbus, GA-AL MSA",Russell County,663,AL,40,1,0.9894419306,-7
0111599999,634,705,786,997,1027,115,1,99999,64742,St. Clair County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,735,AL,40,1,1.0693877551,51
0111799999,634,705,786,997,1027,117,1,99999,143293,Shelby County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,735,AL,40,1,1.0693877551,51
0111999999,359,458,536,716,940,119,1,99999,14798,Sumter County,NCNTY01119N01119,"Sumter County, AL",Sumter County,536,AL,40,0,1,0
0112199999,454,455,545,735,961,121,1,99999,80321,Talladega County,NCNTY01121N01121,"Talladega County, AL",Talladega County,545,AL,40,0,1,0
0112399999,429,439,538,759,881,123,1,99999,41475,Tallapoosa County,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,538,AL,40,0,1,0
0112599999,482,557,722,928,957,125,1,99999,164875,Tuscaloosa County,METRO46220M46220,"Tuscaloosa, AL MSA",Tuscaloosa County,723,AL,40,1,0.9986168741,-1
0112799999,496,497,596,744,813,127,1,99999,70713,Walker County,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",Walker County,596,AL,40,1,1,0
0112999999,444,469,536,680,908,129,1,99999,18097,Washington County,NCNTY01129N01129,"Washington County, AL",Washington County,536,AL,40,0,1,0
0113199999,444,469,536,680,908,131,1,99999,13183,Wilcox County,NCNTY01131N01131,"Wilcox County, AL",Wilcox County,536,AL,40,0,1,0
0113399999,358,407,536,642,660,133,1,99999,24843,Winston County,NCNTY01133N01133,"Winston County, AL",Winston County,536,AL,40,0,1,0
0201399999,793,902,1143,1413,1456,13,2,99999,2697,Aleutians East Borough,NCNTY02013N02013,"Aleutians East Borough, AK",Aleutians East Borough,1174,AK,40,0,0.9735945486,-31
0201699999,793,902,1143,1413,1456,16,2,99999,5465,Aleutians West Census Area,NCNTY02016N02016,"Aleutians West Census Area, AK",Aleutians West Census Area,1174,AK,40,0,0.9735945486,-31
0202099999,726,826,1036,1492,1817,20,2,99999,260283,Anchorage Municipality,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,1031,AK,40,1,1.0048496605,5
0205099999,909,1138,1381,1652,2425,50,2,99999,16006,Bethel Census Area,NCNTY02050N02050,"Bethel Census Area, AK",Bethel Census Area,1418,AK,40,0,0.9739069111,-37
0206099999,793,902,1143,1413,1456,60,2,99999,1258,Bristol Bay Borough,NCNTY02060N02060,"Bristol Bay Borough, AK",Bristol Bay Borough,1174,AK,40,0,0.9735945486,-31
0206899999,668,824,1029,1445,1627,68,2,99999,1893,Denali Borough,NCNTY02068N02068,"Denali Borough, AK",Denali Borough,1057,AK,40,0,0.9735099338,-28
0207099999,793,902,1143,1413,1456,70,2,99999,4922,Dillingham Census Area,NCNTY02070N02070,"Dillingham Census Area, AK",Dillingham Census Area,1174,AK,40,0,0.9735945486,-31
0209099999,635,764,977,1415,1494,90,2,99999,82840,Fairbanks North Star Borough,METRO21820M21820,"Fairbanks, AK MSA",Fairbanks North Star Borough,1004,AK,40,1,0.9731075697,-27
0210099999,668,824,1029,1445,1627,100,2,99999,2392,Haines Borough,NCNTY02100N02100,"Haines Borough, AK",Haines Borough,1057,AK,40,0,0.9735099338,-28
0210599999,793,902,1143,1413,1456,105,2,99999,2577,Hoonah-Angoon Census Area,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,,AK,40,0,,
0211099999,809,991,1247,1685,2100,110,2,99999,30711,Juneau City and Borough,NCNTY02110N02110,"Juneau City and Borough, AK",Juneau City and Borough,1281,AK,40,0,0.9734582358,-34
0212299999,598,684,832,1140,1461,122,2,99999,49691,Kenai Peninsula Borough,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,855,AK,40,0,0.9730994152,-23
0213099999,713,910,1094,1594,1921,130,2,99999,14070,Ketchikan Gateway Borough,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,1124,AK,40,0,0.9733096085,-30
0215099999,765,895,1178,1693,1792,150,2,99999,13913,Kodiak Island Borough,NCNTY02150N02150,"Kodiak Island Borough, AK",Kodiak Island Borough,1210,AK,40,0,0.973553719,-32
0216499999,793,902,1143,1413,1456,164,2,99999,1823,Lake and Peninsula Borough,NCNTY02164N02164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,1174,AK,40,0,0.9735945486,-31
0217099999,663,772,985,1401,1701,170,2,99999,59322,Matanuska-Susitna Borough,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,981,AK,40,1,1.004077472,4
0218099999,795,1022,1173,1416,1458,180,2,99999,9196,Nome Census Area,NCNTY02180N02180,"Nome Census Area, AK",Nome Census Area,1205,AK,40,0,0.9734439834,-32
0218599999,818,957,1257,1503,1547,185,2,99999,7385,North Slope Borough,NCNTY02185N02185,"North Slope Borough, AK",North Slope Borough,1292,AK,40,0,0.9729102167,-35
0218899999,793,902,1143,1413,1456,188,2,99999,7208,Northwest Arctic Borough,NCNTY02188N02188,"Northwest Arctic Borough, AK",Northwest Arctic Borough,1174,AK,40,0,0.9735945486,-31
0219599999,793,902,1143,1413,1456,195,2,99999,4344.6,Petersburg Census Area,NCNTY02195N02195,"Petersburg Census Area, AK",Petersburg Census Area,,AK,40,0,,
0219899999,793,902,1143,1413,1456,198,2,99999,6146,Prince of Wales-Hyder Census Area,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area,,AK,40,0,,
0222099999,759,875,1044,1521,1832,220,2,99999,8835,Sitka City and Borough,NCNTY02220N02220,"Sitka City and Borough, AK",Sitka City and Borough,1073,AK,40,0,0.972972973,-29
0223099999,793,902,1143,1413,1456,230,2,99999,644.25,Skagway Municipality,NCNTY02230N02230,"Skagway Municipality, AK",Skagway Municipality,,AK,40,0,,
0224099999,668,824,1029,1445,1627,240,2,99999,6174,Southeast Fairbanks Census Area,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,1057,AK,40,0,0.9735099338,-28
0226199999,668,824,1029,1445,1627,261,2,99999,10195,Valdez-Cordova Census Area,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,1057,AK,40,0,0.9735099338,-28
0227099999,793,902,1143,1413,1456,270,2,99999,7028,Wade Hampton Census Area,NCNTY02270N02270,"Wade Hampton Census Area, AK",Wade Hampton Census Area,1174,AK,40,0,0.9735945486,-31
0227599999,793,902,1143,1413,1456,275,2,99999,1520.61,Wrangell City and Borough,NCNTY02275N02275,"Wrangell City and Borough, AK",Wrangell City and Borough,,AK,40,0,,
0228299999,793,902,1143,1413,1456,282,2,99999,808,Yakutat City and Borough,NCNTY02282N02282,"Yakutat City and Borough, AK",Yakutat City and Borough,1174,AK,40,0,0.9735945486,-31
0229099999,793,902,1143,1413,1456,290,2,99999,6551,Yukon-Koyukuk Census Area,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,1174,AK,40,0,0.9735945486,-31
0400199999,447,547,647,897,1137,1,4,99999,69423,Apache County,NCNTY04001N04001,"Apache County, AZ",Apache County,627,AZ,40,0,1.0318979266,20
0400399999,524,607,762,1052,1293,3,4,99999,117755,Cochise County,NCNTY04003N04003,"Cochise County, AZ",Cochise County,739,AZ,40,0,1.0311231394,23
0400599999,845,1005,1136,1461,1843,5,4,99999,116320,Coconino County,METRO22380M22380,"Flagstaff, AZ MSA",Coconino County,1102,AZ,40,1,1.0308529946,34
0400799999,571,669,880,1208,1244,7,4,99999,51335,Gila County,NCNTY04007N04007,"Gila County, AZ",Gila County,854,AZ,40,0,1.0304449649,26
0400999999,594,640,717,991,1140,9,4,99999,33489,Graham County,NCNTY04009N04009,"Graham County, AZ",Graham County,695,AZ,40,0,1.0316546763,22
0401199999,543,603,757,1040,1177,11,4,99999,8547,Greenlee County,NCNTY04011N04011,"Greenlee County, AZ",Greenlee County,734,AZ,40,0,1.0313351499,23
0401299999,609,610,732,1036,1067,12,4,99999,19715,La Paz County,NCNTY04012N04012,"La Paz County, AZ",La Paz County,710,AZ,40,0,1.0309859155,22
0401399999,666,776,936,1363,1596,13,4,99999,3072149,Maricopa County,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",Maricopa County,919,AZ,40,1,1.0184983678,17
0401599999,633,697,812,1123,1253,15,4,99999,155032,Mohave County,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,788,AZ,40,1,1.0304568528,24
0401799999,532,569,751,1012,1199,17,4,99999,97470,Navajo County,NCNTY04017N04017,"Navajo County, AZ",Navajo County,728,AZ,40,0,1.0315934066,23
0401999999,562,661,848,1221,1291,19,4,99999,843746,Pima County,METRO46060M46060,"Tucson, AZ MSA",Pima County,815,AZ,40,1,1.0404907975,33
0402199999,666,776,936,1363,1596,21,4,99999,179727,Pinal County,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",Pinal County,919,AZ,40,1,1.0184983678,17
0402399999,626,626,794,1158,1192,23,4,99999,38381,Santa Cruz County,NCNTY04023N04023,"Santa Cruz County, AZ",Santa Cruz County,770,AZ,40,0,1.0311688312,24
0402599999,705,728,919,1339,1379,25,4,99999,167517,Yavapai County,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,891,AZ,40,1,1.0314253648,28
0402799999,592,699,835,1184,1451,27,4,99999,160026,Yuma County,METRO49740M49740,"Yuma, AZ MSA",Yuma County,810,AZ,40,1,1.0308641975,25
0500199999,409,431,536,778,800,1,5,99999,20749,Arkansas County,NCNTY05001N05001,"Arkansas County, AR",Arkansas County,515,AR,40,0,1.040776699,21
0500399999,417,431,566,678,746,3,5,99999,24209,Ashley County,NCNTY05003N05003,"Ashley County, AR",Ashley County,544,AR,40,0,1.0404411765,22
0500599999,411,477,577,775,978,5,5,99999,38386,Baxter County,NCNTY05005N05005,"Baxter County, AR",Baxter County,554,AR,40,0,1.0415162455,23
0500799999,482,508,635,925,951,7,5,99999,153406,Benton County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,655,AR,40,1,0.9694656489,-20
0500999999,452,453,545,698,784,9,5,99999,33948,Boone County,NCNTY05009N05009,"Boone County, AR",Boone County,524,AR,40,0,1.0400763359,21
0501199999,399,405,536,665,704,11,5,99999,12600,Bradley County,NCNTY05011N05011,"Bradley County, AR",Bradley County,515,AR,40,0,1.040776699,21
0501399999,347,481,536,683,869,13,5,99999,5744,Calhoun County,NCNTY05013N05013,"Calhoun County, AR",Calhoun County,515,AR,40,0,1.040776699,21
0501599999,470,471,565,712,992,15,5,99999,25357,Carroll County,NCNTY05015N05015,"Carroll County, AR",Carroll County,543,AR,40,0,1.0405156538,22
0501799999,399,405,536,665,704,17,5,99999,14117,Chicot County,NCNTY05017N05017,"Chicot County, AR",Chicot County,515,AR,40,0,1.040776699,21
0501999999,427,433,557,718,740,19,5,99999,23546,Clark County,NCNTY05019N05019,"Clark County, AR",Clark County,535,AR,40,0,1.0411214953,22
0502199999,431,434,536,687,731,21,5,99999,17609,Clay County,NCNTY05021N05021,"Clay County, AR",Clay County,515,AR,40,0,1.040776699,21
0502399999,486,487,584,801,1028,23,5,99999,24046,Cleburne County,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,561,AR,40,0,1.0409982175,23
0502599999,415,492,616,739,877,25,5,99999,8571,Cleveland County,METRO38220M38220,"Pine Bluff, AR MSA",Cleveland County,592,AR,40,1,1.0405405405,24
0502799999,352,452,541,664,760,27,5,99999,25603,Columbia County,NCNTY05027N05027,"Columbia County, AR",Columbia County,519,AR,40,0,1.04238921,22
0502999999,445,459,536,738,803,29,5,99999,20336,Conway County,NCNTY05029N05029,"Conway County, AR",Conway County,515,AR,40,0,1.040776699,21
0503199999,488,509,587,826,851,31,5,99999,82148,Craighead County,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",Craighead County,564,AR,40,1,1.0407801418,23
0503399999,399,453,564,751,818,33,5,99999,53247,Crawford County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,557,AR,40,1,1.012567325,7
0503599999,628,682,758,1010,1041,35,5,99999,50866,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,783,AR,40,1,0.9680715198,-25
0503799999,448,450,540,787,860,37,5,99999,19526,Cross County,NCNTY05037N05037,"Cross County, AR",Cross County,518,AR,40,0,1.0424710425,22
0503999999,347,481,536,683,869,39,5,99999,9210,Dallas County,NCNTY05039N05039,"Dallas County, AR",Dallas County,515,AR,40,0,1.040776699,21
0504199999,399,405,536,682,704,41,5,99999,15341,Desha County,NCNTY05041N05041,"Desha County, AR",Desha County,515,AR,40,0,1.040776699,21
0504399999,384,493,592,744,1038,43,5,99999,18723,Drew County,NCNTY05043N05043,"Drew County, AR",Drew County,568,AR,40,0,1.0422535211,24
0504599999,566,643,717,960,991,45,5,99999,86014,Faulkner County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,684,AR,40,1,1.048245614,33
0504799999,349,456,536,679,829,47,5,99999,17771,Franklin County,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",Franklin County,515,AR,40,1,1.040776699,21
0504999999,427,428,536,704,786,49,5,99999,11642,Fulton County,NCNTY05049N05049,"Fulton County, AR",Fulton County,515,AR,40,0,1.040776699,21
0505199999,419,519,646,806,831,51,5,99999,88068,Garland County,METRO26300M26300,"Hot Springs, AR MSA",Garland County,621,AR,40,1,1.040257649,25
0505399999,455,468,572,828,853,53,5,99999,16464,Grant County,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,545,AR,40,1,1.0495412844,27
0505599999,347,484,536,784,807,55,5,99999,37331,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,515,AR,40,0,1.040776699,21
0505799999,420,470,550,659,757,57,5,99999,23587,Hempstead County,NCNTY05057N05057,"Hempstead County, AR",Hempstead County,528,AR,40,0,1.0416666667,22
0505999999,446,448,536,703,725,59,5,99999,30353,Hot Spring County,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,515,AR,40,0,1.040776699,21
0506199999,410,475,536,690,713,61,5,99999,14300,Howard County,NCNTY05061N05061,"Howard County, AR",Howard County,515,AR,40,0,1.040776699,21
0506399999,373,444,536,693,753,63,5,99999,34233,Independence County,NCNTY05063N05063,"Independence County, AR",Independence County,515,AR,40,0,1.040776699,21
0506599999,427,428,536,704,786,65,5,99999,13249,Izard County,NCNTY05065N05065,"Izard County, AR",Izard County,515,AR,40,0,1.040776699,21
0506799999,361,473,536,756,780,67,5,99999,18418,Jackson County,NCNTY05067N05067,"Jackson County, AR",Jackson County,515,AR,40,0,1.040776699,21
0506999999,415,492,616,739,877,69,5,99999,84278,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,592,AR,40,1,1.0405405405,24
0507199999,347,477,536,714,854,71,5,99999,22781,Johnson County,NCNTY05071N05071,"Johnson County, AR",Johnson County,515,AR,40,0,1.040776699,21
0507399999,423,484,556,665,795,73,5,99999,8559,Lafayette County,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,534,AR,40,0,1.0411985019,22
0507599999,349,428,536,659,872,75,5,99999,17774,Lawrence County,NCNTY05075N05075,"Lawrence County, AR",Lawrence County,515,AR,40,0,1.040776699,21
0507799999,381,430,536,714,830,77,5,99999,12580,Lee County,NCNTY05077N05077,"Lee County, AR",Lee County,515,AR,40,0,1.040776699,21
0507999999,415,492,616,739,877,79,5,99999,14492,Lincoln County,METRO38220M38220,"Pine Bluff, AR MSA",Lincoln County,592,AR,40,1,1.0405405405,24
0508199999,423,484,556,678,795,81,5,99999,13628,Little River County,NCNTY05081N05081,"Little River County, AR",Little River County,534,AR,40,0,1.0411985019,22
0508399999,348,450,536,766,858,83,5,99999,22486,Logan County,NCNTY05083N05083,"Logan County, AR",Logan County,515,AR,40,0,1.040776699,21
0508599999,566,643,717,960,991,85,5,99999,52828,Lonoke County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,684,AR,40,1,1.048245614,33
0508799999,482,508,635,925,951,87,5,99999,14243,Madison County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Madison County,655,AR,40,1,0.9694656489,-20
0508999999,445,446,536,705,777,89,5,99999,16140,Marion County,NCNTY05089N05089,"Marion County, AR",Marion County,515,AR,40,0,1.040776699,21
0509199999,510,515,634,773,841,91,5,99999,40443,Miller County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",Miller County,623,AR,40,1,1.0176565008,11
0509399999,377,421,551,727,877,93,5,99999,51979,Mississippi County,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,529,AR,40,0,1.0415879017,22
0509599999,446,447,536,672,693,95,5,99999,10254,Monroe County,NCNTY05095N05095,"Monroe County, AR",Monroe County,515,AR,40,0,1.040776699,21
0509799999,415,483,608,764,787,97,5,99999,9245,Montgomery County,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,584,AR,40,0,1.0410958904,24
0509999999,423,484,556,665,795,99,5,99999,9955,Nevada County,NCNTY05099N05099,"Nevada County, AR",Nevada County,534,AR,40,0,1.0411985019,22
0510199999,447,448,538,695,780,101,5,99999,8608,Newton County,NCNTY05101N05101,"Newton County, AR",Newton County,517,AR,40,0,1.0406189555,21
0510399999,347,482,536,738,865,103,5,99999,28790,Ouachita County,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,515,AR,40,0,1.040776699,21
0510599999,566,643,717,960,991,105,5,99999,10209,Perry County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,684,AR,40,1,1.048245614,33
0510799999,444,448,536,698,720,107,5,99999,26445,Phillips County,NCNTY05107N05107,"Phillips County, AR",Phillips County,515,AR,40,0,1.040776699,21
0510999999,423,484,556,665,795,109,5,99999,11303,Pike County,NCNTY05109N05109,"Pike County, AR",Pike County,534,AR,40,0,1.0411985019,22
0511199999,348,451,536,713,854,111,5,99999,25614,Poinsett County,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,515,AR,40,1,1.040776699,21
0511399999,445,483,536,697,847,113,5,99999,20229,Polk County,NCNTY05113N05113,"Polk County, AR",Polk County,515,AR,40,0,1.040776699,21
0511599999,402,432,559,788,810,115,5,99999,54469,Pope County,NCNTY05115N05115,"Pope County, AR",Pope County,537,AR,40,0,1.0409683426,22
0511799999,446,447,536,672,693,117,5,99999,9539,Prairie County,NCNTY05117N05117,"Prairie County, AR",Prairie County,515,AR,40,0,1.040776699,21
0511999999,566,643,717,960,991,119,5,99999,361474,Pulaski County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,684,AR,40,1,1.048245614,33
0512199999,348,436,536,641,940,121,5,99999,18195,Randolph County,NCNTY05121N05121,"Randolph County, AR",Randolph County,515,AR,40,0,1.040776699,21
