FIPS,fmr0,fmr1,fmr2,fmr3,fmr4,county,State,CouSub,pop2000,countyname,Metro_code,Areaname,county_town_name,state_alpha,fmr_type,metro
0103599999,426,450,514,652,871,35,1,99999,14089,Conecuh County,NCNTY01035N01035,"Conecuh County, AL",Conecuh County,AL,40,0
0103799999,417,462,514,696,782,37,1,99999,12202,Coosa County,NCNTY01037N01037,"Coosa County, AL",Coosa County,AL,40,0
0103999999,428,429,514,701,723,39,1,99999,37631,Covington County,NCNTY01039N01039,"Covington County, AL",Covington County,AL,40,0
0104199999,381,431,528,633,681,41,1,99999,13665,Crenshaw County,NCNTY01041N01041,"Crenshaw County, AL",Crenshaw County,AL,40,0
0104399999,446,459,538,724,744,43,1,99999,77483,Cullman County,NCNTY01043N01043,"Cullman County, AL",Cullman County,AL,40,0
0104599999,397,458,514,742,900,45,1,99999,49129,Dale County,NCNTY01045N01045,"Dale County, AL",Dale County,AL,40,0
0104799999,341,473,525,662,710,47,1,99999,46365,Dallas County,NCNTY01047N01047,"Dallas County, AL",Dallas County,AL,40,0
0104999999,383,408,514,684,703,49,1,99999,64452,DeKalb County,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,AL,40,0
0105199999,530,627,706,936,1236,51,1,99999,65874,Elmore County,METRO33860M33860,"Montgomery, AL MSA",Elmore County,AL,40,1
0105399999,427,433,514,641,788,53,1,99999,38440,Escambia County,NCNTY01053N01053,"Escambia County, AL",Escambia County,AL,40,0
0105599999,371,469,570,730,754,55,1,99999,103459,Etowah County,METRO23460M23460,"Gadsden, AL MSA",Etowah County,AL,40,1
0105799999,337,391,514,749,905,57,1,99999,18495,Fayette County,NCNTY01057N01057,"Fayette County, AL",Fayette County,AL,40,0
0105999999,335,433,514,693,903,59,1,99999,31223,Franklin County,NCNTY01059N01059,"Franklin County, AL",Franklin County,AL,40,0
0106199999,398,469,531,679,776,61,1,99999,25764,Geneva County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,AL,40,1
0106399999,464,536,694,892,920,63,1,99999,9974,Greene County,METRO46220M46220,"Tuscaloosa, AL MSA",Greene County,AL,40,1
0106599999,464,536,694,892,920,65,1,99999,17185,Hale County,METRO46220M46220,"Tuscaloosa, AL MSA",Hale County,AL,40,1
0106799999,336,463,514,614,633,67,1,99999,16310,Henry County,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",Henry County,AL,40,1
0106999999,398,469,531,679,776,69,1,99999,88787,Houston County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Houston County,AL,40,1
0107199999,427,463,514,655,903,71,1,99999,53926,Jackson County,NCNTY01071N01071,"Jackson County, AL",Jackson County,AL,40,0
0107399999,563,626,698,886,912,73,1,99999,662047,Jefferson County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,AL,40,1
0107599999,344,427,514,686,901,75,1,99999,15904,Lamar County,NCNTY01075N01075,"Lamar County, AL",Lamar County,AL,40,0
0107799999,471,473,574,732,907,77,1,99999,87966,Lauderdale County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Lauderdale County,AL,40,1
0107999999,448,503,579,757,786,79,1,99999,34803,Lawrence County,METRO19460M19460,"Decatur, AL MSA",Lawrence County,AL,40,1
0108199999,404,481,620,816,838,81,1,99999,115092,Lee County,METRO12220M12220,"Auburn-Opelika, AL MSA",Lee County,AL,40,1
0108399999,496,540,638,873,959,83,1,99999,65676,Limestone County,METRO26620M26620,"Huntsville, AL MSA",Limestone County,AL,40,1
0108599999,530,627,706,936,1236,85,1,99999,13473,Lowndes County,METRO33860M33860,"Montgomery, AL MSA",Lowndes County,AL,40,1
0108799999,382,411,530,707,730,87,1,99999,24105,Macon County,NCNTY01087N01087,"Macon County, AL",Macon County,AL,40,0
0108999999,496,540,638,873,959,89,1,99999,276700,Madison County,METRO26620M26620,"Huntsville, AL MSA",Madison County,AL,40,1
0109199999,427,453,514,666,684,91,1,99999,22539,Marengo County,NCNTY01091N01091,"Marengo County, AL",Marengo County,AL,40,0
0109399999,334,390,514,653,903,93,1,99999,31214,Marion County,NCNTY01093N01093,"Marion County, AL",Marion County,AL,40,0
0109599999,454,487,549,741,816,95,1,99999,82231,Marshall County,NCNTY01095N01095,"Marshall County, AL",Marshall County,AL,40,0
0109799999,556,595,671,879,1037,97,1,99999,399843,Mobile County,METRO33660M33660,"Mobile, AL MSA",Mobile County,AL,40,1
0109999999,427,463,514,711,786,99,1,99999,24324,Monroe County,NCNTY01099N01099,"Monroe County, AL",Monroe County,AL,40,0
0110199999,530,627,706,936,1236,101,1,99999,223510,Montgomery County,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,AL,40,1
0110399999,448,503,579,757,786,103,1,99999,111064,Morgan County,METRO19460M19460,"Decatur, AL MSA",Morgan County,AL,40,1
0110599999,427,453,514,666,684,105,1,99999,11861,Perry County,NCNTY01105N01105,"Perry County, AL",Perry County,AL,40,0
0110799999,344,427,514,686,901,107,1,99999,20949,Pickens County,NCNTY01107N01107,"Pickens County, AL",Pickens County,AL,40,0
0110999999,410,441,514,660,681,109,1,99999,29605,Pike County,NCNTY01109N01109,"Pike County, AL",Pike County,AL,40,0
0111199999,428,429,514,635,791,111,1,99999,22380,Randolph County,NCNTY01111N01111,"Randolph County, AL",Randolph County,AL,40,0
0111399999,531,559,640,851,1007,113,1,99999,49756,Russell County,METRO17980M17980,"Columbus, GA-AL MSA",Russell County,AL,40,1
0111599999,563,626,698,886,912,115,1,99999,64742,St. Clair County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,AL,40,1
0111799999,563,626,698,886,912,117,1,99999,143293,Shelby County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,AL,40,1
0111999999,344,439,514,686,901,119,1,99999,14798,Sumter County,NCNTY01119N01119,"Sumter County, AL",Sumter County,AL,40,0
0112199999,436,437,523,706,922,121,1,99999,80321,Talladega County,NCNTY01121N01121,"Talladega County, AL",Talladega County,AL,40,0
0112399999,412,422,517,729,846,123,1,99999,41475,Tallapoosa County,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,AL,40,0
0112599999,464,536,694,892,920,125,1,99999,164875,Tuscaloosa County,METRO46220M46220,"Tuscaloosa, AL MSA",Tuscaloosa County,AL,40,1
0112799999,471,472,566,707,772,127,1,99999,70713,Walker County,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",Walker County,AL,40,1
0112999999,426,450,514,652,871,129,1,99999,18097,Washington County,NCNTY01129N01129,"Washington County, AL",Washington County,AL,40,0
0113199999,426,450,514,652,871,131,1,99999,13183,Wilcox County,NCNTY01131N01131,"Wilcox County, AL",Wilcox County,AL,40,0
0113399999,343,391,514,615,633,133,1,99999,24843,Winston County,NCNTY01133N01133,"Winston County, AL",Winston County,AL,40,0
0201399999,777,884,1120,1384,1427,13,2,99999,2697,Aleutians East Borough,NCNTY02013N02013,"Aleutians East Borough, AK",Aleutians East Borough,AK,40,0
0201699999,777,884,1120,1384,1427,16,2,99999,5465,Aleutians West Census Area,NCNTY02016N02016,"Aleutians West Census Area, AK",Aleutians West Census Area,AK,40,0
0202099999,694,789,990,1426,1736,20,2,99999,260283,Anchorage Municipality,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,AK,40,1
0205099999,890,1114,1352,1617,2374,50,2,99999,16006,Bethel Census Area,NCNTY02050N02050,"Bethel Census Area, AK",Bethel Census Area,AK,40,0
0206099999,777,884,1120,1384,1427,60,2,99999,1258,Bristol Bay Borough,NCNTY02060N02060,"Bristol Bay Borough, AK",Bristol Bay Borough,AK,40,0
0206899999,654,807,1008,1415,1594,68,2,99999,1893,Denali Borough,NCNTY02068N02068,"Denali Borough, AK",Denali Borough,AK,40,0
0207099999,777,884,1120,1384,1427,70,2,99999,4922,Dillingham Census Area,NCNTY02070N02070,"Dillingham Census Area, AK",Dillingham Census Area,AK,40,0
0209099999,622,748,957,1386,1463,90,2,99999,82840,Fairbanks North Star Borough,METRO21820M21820,"Fairbanks, AK MSA",Fairbanks North Star Borough,AK,40,1
0210099999,654,807,1008,1415,1594,100,2,99999,2392,Haines Borough,NCNTY02100N02100,"Haines Borough, AK",Haines Borough,AK,40,0
0211099999,793,971,1222,1651,2058,110,2,99999,30711,Juneau City and Borough,NCNTY02110N02110,"Juneau City and Borough, AK",Juneau City and Borough,AK,40,0
0212299999,586,670,815,1117,1431,122,2,99999,49691,Kenai Peninsula Borough,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,AK,40,0
0213099999,699,892,1072,1562,1882,130,2,99999,14070,Ketchikan Gateway Borough,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,AK,40,0
0215099999,749,877,1154,1658,1755,150,2,99999,13913,Kodiak Island Borough,NCNTY02150N02150,"Kodiak Island Borough, AK",Kodiak Island Borough,AK,40,0
0216499999,777,884,1120,1384,1427,164,2,99999,1823,Lake and Peninsula Borough,NCNTY02164N02164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,AK,40,0
0217099999,629,733,935,1330,1615,170,2,99999,59322,Matanuska-Susitna Borough,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,AK,40,1
0218099999,779,1001,1149,1387,1428,180,2,99999,9196,Nome Census Area,NCNTY02180N02180,"Nome Census Area, AK",Nome Census Area,AK,40,0
0218599999,802,938,1232,1473,1517,185,2,99999,7385,North Slope Borough,NCNTY02185N02185,"North Slope Borough, AK",North Slope Borough,AK,40,0
0218899999,777,884,1120,1384,1427,188,2,99999,7208,Northwest Arctic Borough,NCNTY02188N02188,"Northwest Arctic Borough, AK",Northwest Arctic Borough,AK,40,0
0220199999,777,884,1120,1384,1427,201,2,99999,6146,Prince of Wales-Outer Ketchikan Census Area,NCNTY02201N02201,"Prince of Wales-Outer Ketchikan Census Area, AK",Prince of Wales-Outer Ketchikan Census Area,AK,40,0
0222099999,744,858,1024,1492,1797,220,2,99999,8835,Sitka City and Borough,NCNTY02220N02220,"Sitka City and Borough, AK",Sitka City and Borough,AK,40,0
0223299999,777,884,1120,1384,1427,232,2,99999,3436,Skagway-Hoonah-Angoon Census Area,NCNTY02232N02232,"Skagway-Hoonah-Angoon Census Area, AK",Skagway-Hoonah-Angoon Census Area,AK,40,0
0224099999,654,807,1008,1415,1594,240,2,99999,6174,Southeast Fairbanks Census Area,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,AK,40,0
0226199999,654,807,1008,1415,1594,261,2,99999,10195,Valdez-Cordova Census Area,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,AK,40,0
0227099999,777,884,1120,1384,1427,270,2,99999,7028,Wade Hampton Census Area,NCNTY02270N02270,"Wade Hampton Census Area, AK",Wade Hampton Census Area,AK,40,0
0228099999,777,884,1120,1384,1427,280,2,99999,6684,Wrangell-Petersburg Census Area,NCNTY02280N02280,"Wrangell-Petersburg Census Area, AK",Wrangell-Petersburg Census Area,AK,40,0
0228299999,777,884,1120,1384,1427,282,2,99999,808,Yakutat City and Borough,NCNTY02282N02282,"Yakutat City and Borough, AK",Yakutat City and Borough,AK,40,0
0229099999,777,884,1120,1384,1427,290,2,99999,6551,Yukon-Koyukuk Census Area,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,AK,40,0
0400199999,410,502,593,822,1042,1,4,99999,69423,Apache County,NCNTY04001N04001,"Apache County, AZ",Apache County,AZ,40,0
0400399999,481,557,699,965,1186,3,4,99999,117755,Cochise County,NCNTY04003N04003,"Cochise County, AZ",Cochise County,AZ,40,0
0400599999,777,924,1044,1343,1693,5,4,99999,116320,Coconino County,METRO22380M22380,"Flagstaff, AZ MSA",Coconino County,AZ,40,1
0400799999,525,615,809,1111,1144,7,4,99999,51335,Gila County,NCNTY04007N04007,"Gila County, AZ",Gila County,AZ,40,0
0400999999,545,587,657,908,1045,9,4,99999,33489,Graham County,NCNTY04009N04009,"Graham County, AZ",Graham County,AZ,40,0
0401199999,498,554,695,955,1081,11,4,99999,8547,Greenlee County,NCNTY04011N04011,"Greenlee County, AZ",Greenlee County,AZ,40,0
0401299999,559,560,672,951,979,12,4,99999,19715,La Paz County,NCNTY04012N04012,"La Paz County, AZ",La Paz County,AZ,40,0
0401399999,624,727,877,1277,1495,13,4,99999,3072149,Maricopa County,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,AZ,40,1
0401599999,582,640,746,1032,1151,15,4,99999,155032,Mohave County,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,AZ,40,1
0401799999,489,522,689,928,1100,17,4,99999,97470,Navajo County,NCNTY04017N04017,"Navajo County, AZ",Navajo County,AZ,40,0
0401999999,493,579,743,1070,1131,19,4,99999,843746,Pima County,METRO46060M46060,"Tucson, AZ MSA",Pima County,AZ,40,1
0402199999,624,727,877,1277,1495,21,4,99999,179727,Pinal County,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Pinal County,AZ,40,1
0402399999,574,575,729,1063,1094,23,4,99999,38381,Santa Cruz County,NCNTY04023N04023,"Santa Cruz County, AZ",Santa Cruz County,AZ,40,0
0402599999,647,668,844,1230,1267,25,4,99999,167517,Yavapai County,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,AZ,40,1
0402799999,544,642,767,1088,1333,27,4,99999,160026,Yuma County,METRO49740M49740,"Yuma, AZ MSA",Yuma County,AZ,40,1
0500199999,391,412,512,743,764,1,5,99999,20749,Arkansas County,NCNTY05001N05001,"Arkansas County, AR",Arkansas County,AR,40,0
0500399999,398,412,541,648,713,3,5,99999,24209,Ashley County,NCNTY05003N05003,"Ashley County, AR",Ashley County,AR,40,0
0500599999,392,456,551,741,934,5,5,99999,38386,Baxter County,NCNTY05005N05005,"Baxter County, AR",Baxter County,AR,40,0
0500799999,494,521,651,948,975,7,5,99999,153406,Benton County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,AR,40,1
0500999999,432,433,521,667,749,9,5,99999,33948,Boone County,NCNTY05009N05009,"Boone County, AR",Boone County,AR,40,0
0501199999,381,387,512,635,673,11,5,99999,12600,Bradley County,NCNTY05011N05011,"Bradley County, AR",Bradley County,AR,40,0
0501399999,331,460,512,652,830,13,5,99999,5744,Calhoun County,NCNTY05013N05013,"Calhoun County, AR",Calhoun County,AR,40,0
0501599999,449,450,540,681,948,15,5,99999,25357,Carroll County,NCNTY05015N05015,"Carroll County, AR",Carroll County,AR,40,0
0501799999,381,387,512,635,673,17,5,99999,14117,Chicot County,NCNTY05017N05017,"Chicot County, AR",Chicot County,AR,40,0
0501999999,408,413,532,686,706,19,5,99999,23546,Clark County,NCNTY05019N05019,"Clark County, AR",Clark County,AR,40,0
0502199999,412,415,512,656,698,21,5,99999,17609,Clay County,NCNTY05021N05021,"Clay County, AR",Clay County,AR,40,0
0502399999,463,465,557,764,980,23,5,99999,24046,Cleburne County,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,AR,40,0
0502599999,396,469,588,706,837,25,5,99999,8571,Cleveland County,METRO38220M38220,"Pine Bluff, AR MSA",Cleveland County,AR,40,1
0502799999,336,432,517,634,726,27,5,99999,25603,Columbia County,NCNTY05027N05027,"Columbia County, AR",Columbia County,AR,40,0
0502999999,425,438,512,705,767,29,5,99999,20336,Conway County,NCNTY05029N05029,"Conway County, AR",Conway County,AR,40,0
0503199999,467,486,561,789,813,31,5,99999,82148,Craighead County,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",Craighead County,AR,40,1
0503399999,392,445,554,738,804,33,5,99999,53247,Crawford County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,AR,40,1
0503599999,618,671,746,994,1025,35,5,99999,50866,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,AR,40,1
0503799999,427,429,515,751,820,37,5,99999,19526,Cross County,NCNTY05037N05037,"Cross County, AR",Cross County,AR,40,0
0503999999,331,460,512,652,830,39,5,99999,9210,Dallas County,NCNTY05039N05039,"Dallas County, AR",Dallas County,AR,40,0
0504199999,381,387,512,651,673,41,5,99999,15341,Desha County,NCNTY05041N05041,"Desha County, AR",Desha County,AR,40,0
0504399999,366,470,565,710,990,43,5,99999,18723,Drew County,NCNTY05043N05043,"Drew County, AR",Drew County,AR,40,0
0504599999,537,610,680,911,940,45,5,99999,86014,Faulkner County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,AR,40,1
0504799999,333,436,512,649,792,47,5,99999,17771,Franklin County,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",Franklin County,AR,40,1
0504999999,408,409,512,673,751,49,5,99999,11642,Fulton County,NCNTY05049N05049,"Fulton County, AR",Fulton County,AR,40,0
0505199999,400,496,617,770,794,51,5,99999,88068,Garland County,METRO26300M26300,"Hot Springs, AR MSA",Garland County,AR,40,1
0505399999,431,444,542,785,809,53,5,99999,16464,Grant County,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,AR,40,1
0505599999,332,462,512,749,771,55,5,99999,37331,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,AR,40,0
0505799999,401,449,525,629,722,57,5,99999,23587,Hempstead County,NCNTY05057N05057,"Hempstead County, AR",Hempstead County,AR,40,0
0505999999,426,428,512,671,692,59,5,99999,30353,Hot Spring County,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,AR,40,0
0506199999,391,454,512,659,681,61,5,99999,14300,Howard County,NCNTY05061N05061,"Howard County, AR",Howard County,AR,40,0
0506399999,356,424,512,662,719,63,5,99999,34233,Independence County,NCNTY05063N05063,"Independence County, AR",Independence County,AR,40,0
0506599999,408,409,512,673,751,65,5,99999,13249,Izard County,NCNTY05065N05065,"Izard County, AR",Izard County,AR,40,0
0506799999,345,452,512,722,745,67,5,99999,18418,Jackson County,NCNTY05067N05067,"Jackson County, AR",Jackson County,AR,40,0
0506999999,396,469,588,706,837,69,5,99999,84278,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,AR,40,1
0507199999,332,456,512,682,816,71,5,99999,22781,Johnson County,NCNTY05071N05071,"Johnson County, AR",Johnson County,AR,40,0
0507399999,404,462,531,635,759,73,5,99999,8559,Lafayette County,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,AR,40,0
0507599999,334,409,512,630,833,75,5,99999,17774,Lawrence County,NCNTY05075N05075,"Lawrence County, AR",Lawrence County,AR,40,0
0507799999,364,411,512,682,793,77,5,99999,12580,Lee County,NCNTY05077N05077,"Lee County, AR",Lee County,AR,40,0
0507999999,396,469,588,706,837,79,5,99999,14492,Lincoln County,METRO38220M38220,"Pine Bluff, AR MSA",Lincoln County,AR,40,1
0508199999,404,462,531,648,759,81,5,99999,13628,Little River County,NCNTY05081N05081,"Little River County, AR",Little River County,AR,40,0
0508399999,333,430,512,732,819,83,5,99999,22486,Logan County,NCNTY05083N05083,"Logan County, AR",Logan County,AR,40,0
0508599999,537,610,680,911,940,85,5,99999,52828,Lonoke County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,AR,40,1
0508799999,494,521,651,948,975,87,5,99999,14243,Madison County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Madison County,AR,40,1
0508999999,425,426,512,674,742,89,5,99999,16140,Marion County,NCNTY05089N05089,"Marion County, AR",Marion County,AR,40,0
0509199999,492,497,612,747,812,91,5,99999,40443,Miller County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",Miller County,AR,40,1
0509399999,361,403,527,695,838,93,5,99999,51979,Mississippi County,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,AR,40,0
0509599999,426,427,512,642,662,95,5,99999,10254,Monroe County,NCNTY05095N05095,"Monroe County, AR",Monroe County,AR,40,0
0509799999,397,461,581,730,752,97,5,99999,9245,Montgomery County,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,AR,40,0
0509999999,404,462,531,635,759,99,5,99999,9955,Nevada County,NCNTY05099N05099,"Nevada County, AR",Nevada County,AR,40,0
0510199999,427,428,514,664,745,101,5,99999,8608,Newton County,NCNTY05101N05101,"Newton County, AR",Newton County,AR,40,0
0510399999,331,461,512,705,826,103,5,99999,28790,Ouachita County,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,AR,40,0
0510599999,537,610,680,911,940,105,5,99999,10209,Perry County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,AR,40,1
0510799999,424,428,512,667,688,107,5,99999,26445,Phillips County,NCNTY05107N05107,"Phillips County, AR",Phillips County,AR,40,0
0510999999,404,462,531,635,759,109,5,99999,11303,Pike County,NCNTY05109N05109,"Pike County, AR",Pike County,AR,40,0
0511199999,333,431,512,681,816,111,5,99999,25614,Poinsett County,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,AR,40,1
0511399999,425,461,512,666,809,113,5,99999,20229,Polk County,NCNTY05113N05113,"Polk County, AR",Polk County,AR,40,0
0511599999,384,412,534,752,774,115,5,99999,54469,Pope County,NCNTY05115N05115,"Pope County, AR",Pope County,AR,40,0
0511799999,426,427,512,642,662,117,5,99999,9539,Prairie County,NCNTY05117N05117,"Prairie County, AR",Prairie County,AR,40,0
0511999999,537,610,680,911,940,119,5,99999,361474,Pulaski County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,AR,40,1
0512199999,333,416,512,612,898,121,5,99999,18195,Randolph County,NCNTY05121N05121,"Randolph County, AR",Randolph County,AR,40,0
0512399999,434,450,525,741,920,123,5,99999,29329,St. Francis County,NCNTY05123N05123,"St. Francis County, AR",St. Francis County,AR,40,0
0512599999,537,610,680,911,940,125,5,99999,83529,Saline County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Saline County,AR,40,1
0512799999,425,427,512,708,898,127,5,99999,10996,Scott County,NCNTY05127N05127,"Scott County, AR",Scott County,AR,40,0
0512999999,427,428,514,664,745,129,5,99999,8261,Searcy County,NCNTY05129N05129,"Searcy County, AR",Searcy County,AR,40,0
0513199999,392,445,554,738,804,131,5,99999,115071,Sebastian County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Sebastian County,AR,40,1
0513399999,427,441,512,708,820,133,5,99999,15757,Sevier County,NCNTY05133N05133,"Sevier County, AR",Sevier County,AR,40,0
0513599999,426,427,512,652,674,135,5,99999,17119,Sharp County,NCNTY05135N05135,"Sharp County, AR",Sharp County,AR,40,0
0513799999,408,409,512,673,751,137,5,99999,11499,Stone County,NCNTY05137N05137,"Stone County, AR",Stone County,AR,40,0
0513999999,437,460,526,682,885,139,5,99999,45629,Union County,NCNTY05139N05139,"Union County, AR",Union County,AR,40,0
0514199999,333,389,512,634,818,141,5,99999,16192,Van Buren County,NCNTY05141N05141,"Van Buren County, AR",Van Buren County,AR,40,0
0514399999,494,521,651,948,975,143,5,99999,157715,Washington County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Washington County,AR,40,1
0514599999,439,440,529,718,739,145,5,99999,67165,White County,NCNTY05145N05145,"White County, AR",White County,AR,40,0
0514799999,426,427,512,642,662,147,5,99999,8741,Woodruff County,NCNTY05147N05147,"Woodruff County, AR",Woodruff County,AR,40,0
0514999999,423,446,512,702,724,149,5,99999,21139,Yell County,NCNTY05149N05149,"Yell County, AR",Yell County,AR,40,0
0600199999,905,1093,1295,1756,2174,1,6,99999,1443741,Alameda County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Alameda County,CA,40,1
0600399999,622,698,890,1269,1307,3,6,99999,1208,Alpine County,NCNTY06003N06003,"Alpine County, CA",Alpine County,CA,40,0
0600599999,671,787,1033,1501,1546,5,6,99999,35100,Amador County,NCNTY06005N06005,"Amador County, CA",Amador County,CA,40,0
0600799999,576,685,826,1165,1390,7,6,99999,203171,Butte County,METRO17020M17020,"Chico, CA MSA",Butte County,CA,40,1
0600999999,686,686,825,1203,1327,9,6,99999,40554,Calaveras County,NCNTY06009N06009,"Calaveras County, CA",Calaveras County,CA,40,0
0601199999,624,627,815,1052,1430,11,6,99999,18804,Colusa County,NCNTY06011N06011,"Colusa County, CA",Colusa County,CA,40,0
0601399999,905,1093,1295,1756,2174,13,6,99999,948816,Contra Costa County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,CA,40,1
0601599999,613,621,803,1169,1205,15,6,99999,27507,Del Norte County,NCNTY06015N06015,"Del Norte County, CA",Del Norte County,CA,40,0
0601799999,737,838,1022,1475,1690,17,6,99999,156299,El Dorado County,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",El Dorado County,CA,40,1
0601999999,647,713,842,1225,1319,19,6,99999,799407,Fresno County,METRO23420M23420,"Fresno, CA MSA",Fresno County,CA,40,1
0602199999,535,549,722,939,965,21,6,99999,26453,Glenn County,NCNTY06021N06021,"Glenn County, CA",Glenn County,CA,40,0
