fips,fmr0,fmr1,fmr2,fmr3,fmr4,State,county,CouSub,pop2000,countyname,Metro_code,Areaname,county_town_name,state_alpha,fmr_type,metro
0100199999,496,586,660,875,1156,1,1,99999,43671,Autauga County,METRO33860M33860,"Montgomery, AL MSA",Autauga County,AL,40,1
0100399999,480,577,686,910,1041,1,3,99999,140415,Baldwin County,NCNTY01003N01003,"Baldwin County, AL",Baldwin County,AL,40,0
0100599999,403,404,485,600,618,1,5,99999,29038,Barbour County,NCNTY01005N01005,"Barbour County, AL",Barbour County,AL,40,0
0100799999,557,619,690,876,901,1,7,99999,20826,Bibb County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,AL,40,1
0100999999,557,619,690,876,901,1,9,99999,51024,Blount County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,AL,40,1
0101199999,356,403,494,592,637,1,11,99999,11714,Bullock County,NCNTY01011N01011,"Bullock County, AL",Bullock County,AL,40,0
0101399999,356,403,494,592,637,1,13,99999,21399,Butler County,NCNTY01013N01013,"Butler County, AL",Butler County,AL,40,0
0101599999,383,423,526,695,817,1,15,99999,112249,Calhoun County,METRO11500M11500,"Anniston-Oxford, AL MSA",Calhoun County,AL,40,1
0101799999,399,433,481,653,673,1,17,99999,36583,Chambers County,NCNTY01017N01017,"Chambers County, AL",Chambers County,AL,40,0
0101999999,418,419,504,600,619,1,19,99999,23988,Cherokee County,NCNTY01019N01019,"Cherokee County, AL",Cherokee County,AL,40,0
0102199999,353,488,543,682,781,1,21,99999,39593,Chilton County,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",Chilton County,AL,40,1
0102399999,399,421,481,610,815,1,23,99999,15922,Choctaw County,NCNTY01023N01023,"Choctaw County, AL",Choctaw County,AL,40,0
0102599999,312,432,481,576,846,1,25,99999,27867,Clarke County,NCNTY01025N01025,"Clarke County, AL",Clarke County,AL,40,0
0102799999,400,402,481,595,740,1,27,99999,14254,Clay County,NCNTY01027N01027,"Clay County, AL",Clay County,AL,40,0
0102999999,405,406,487,597,743,1,29,99999,14123,Cleburne County,NCNTY01029N01029,"Cleburne County, AL",Cleburne County,AL,40,0
0103199999,383,438,496,679,870,1,31,99999,43615,Coffee County,NCNTY01031N01031,"Coffee County, AL",Coffee County,AL,40,0
0103399999,440,442,537,685,849,1,33,99999,54984,Colbert County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Colbert County,AL,40,1
0103599999,399,421,481,610,815,1,35,99999,14089,Conecuh County,NCNTY01035N01035,"Conecuh County, AL",Conecuh County,AL,40,0
0103799999,391,432,481,652,732,1,37,99999,12202,Coosa County,NCNTY01037N01037,"Coosa County, AL",Coosa County,AL,40,0
0103999999,400,401,481,656,676,1,39,99999,37631,Covington County,NCNTY01039N01039,"Covington County, AL",Covington County,AL,40,0
0104199999,356,403,494,592,637,1,41,99999,13665,Crenshaw County,NCNTY01041N01041,"Crenshaw County, AL",Crenshaw County,AL,40,0
0104399999,417,430,503,677,696,1,43,99999,77483,Cullman County,NCNTY01043N01043,"Cullman County, AL",Cullman County,AL,40,0
0104599999,372,429,481,695,842,1,45,99999,49129,Dale County,NCNTY01045N01045,"Dale County, AL",Dale County,AL,40,0
0104799999,319,442,491,619,664,1,47,99999,46365,Dallas County,NCNTY01047N01047,"Dallas County, AL",Dallas County,AL,40,0
0104999999,359,381,481,640,658,1,49,99999,64452,DeKalb County,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,AL,40,0
0105199999,496,586,660,875,1156,1,51,99999,65874,Elmore County,METRO33860M33860,"Montgomery, AL MSA",Elmore County,AL,40,1
0105399999,399,405,481,600,737,1,53,99999,38440,Escambia County,NCNTY01053N01053,"Escambia County, AL",Escambia County,AL,40,0
0105599999,348,439,534,684,706,1,55,99999,103459,Etowah County,METRO23460M23460,"Gadsden, AL MSA",Etowah County,AL,40,1
0105799999,316,366,481,701,847,1,57,99999,18495,Fayette County,NCNTY01057N01057,"Fayette County, AL",Fayette County,AL,40,0
0105999999,314,405,481,648,845,1,59,99999,31223,Franklin County,NCNTY01059N01059,"Franklin County, AL",Franklin County,AL,40,0
0106199999,373,439,497,635,726,1,61,99999,25764,Geneva County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,AL,40,1
0106399999,434,501,649,834,860,1,63,99999,9974,Greene County,METRO46220M46220,"Tuscaloosa, AL MSA",Greene County,AL,40,1
0106599999,434,501,649,834,860,1,65,99999,17185,Hale County,METRO46220M46220,"Tuscaloosa, AL MSA",Hale County,AL,40,1
0106799999,314,433,481,575,593,1,67,99999,16310,Henry County,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",Henry County,AL,40,1
0106999999,373,439,497,635,726,1,69,99999,88787,Houston County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Houston County,AL,40,1
0107199999,400,433,481,613,845,1,71,99999,53926,Jackson County,NCNTY01071N01071,"Jackson County, AL",Jackson County,AL,40,0
0107399999,557,619,690,876,901,1,73,99999,662047,Jefferson County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,AL,40,1
0107599999,322,400,481,642,843,1,75,99999,15904,Lamar County,NCNTY01075N01075,"Lamar County, AL",Lamar County,AL,40,0
0107799999,440,442,537,685,849,1,77,99999,87966,Lauderdale County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Lauderdale County,AL,40,1
0107999999,419,470,541,708,734,1,79,99999,34803,Lawrence County,METRO19460M19460,"Decatur, AL MSA",Lawrence County,AL,40,1
0108199999,378,450,580,763,784,1,81,99999,115092,Lee County,METRO12220M12220,"Auburn-Opelika, AL MSA",Lee County,AL,40,1
0108399999,464,506,597,817,897,1,83,99999,65676,Limestone County,METRO26620M26620,"Huntsville, AL MSA",Limestone County,AL,40,1
0108599999,496,586,660,875,1156,1,85,99999,13473,Lowndes County,METRO33860M33860,"Montgomery, AL MSA",Lowndes County,AL,40,1
0108799999,358,385,496,662,683,1,87,99999,24105,Macon County,NCNTY01087N01087,"Macon County, AL",Macon County,AL,40,0
0108999999,464,506,597,817,897,1,89,99999,276700,Madison County,METRO26620M26620,"Huntsville, AL MSA",Madison County,AL,40,1
0109199999,399,424,481,623,640,1,91,99999,22539,Marengo County,NCNTY01091N01091,"Marengo County, AL",Marengo County,AL,40,0
0109399999,312,365,481,611,845,1,93,99999,31214,Marion County,NCNTY01093N01093,"Marion County, AL",Marion County,AL,40,0
0109599999,425,456,514,694,764,1,95,99999,82231,Marshall County,NCNTY01095N01095,"Marshall County, AL",Marshall County,AL,40,0
0109799999,520,556,628,823,971,1,97,99999,399843,Mobile County,METRO33660M33660,"Mobile, AL MSA",Mobile County,AL,40,1
0109999999,399,433,481,666,735,1,99,99999,24324,Monroe County,NCNTY01099N01099,"Monroe County, AL",Monroe County,AL,40,0
0110199999,496,586,660,875,1156,1,101,99999,223510,Montgomery County,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,AL,40,1
0110399999,419,470,541,708,734,1,103,99999,111064,Morgan County,METRO19460M19460,"Decatur, AL MSA",Morgan County,AL,40,1
0110599999,399,424,481,623,640,1,105,99999,11861,Perry County,NCNTY01105N01105,"Perry County, AL",Perry County,AL,40,0
0110799999,322,400,481,642,843,1,107,99999,20949,Pickens County,NCNTY01107N01107,"Pickens County, AL",Pickens County,AL,40,0
0110999999,383,413,481,618,637,1,109,99999,29605,Pike County,NCNTY01109N01109,"Pike County, AL",Pike County,AL,40,0
0111199999,400,402,481,595,740,1,111,99999,22380,Randolph County,NCNTY01111N01111,"Randolph County, AL",Randolph County,AL,40,0
0111399999,513,541,619,823,974,1,113,99999,49756,Russell County,METRO17980M17980,"Columbus, GA-AL MSA",Russell County,AL,40,1
0111599999,557,619,690,876,901,1,115,99999,64742,St. Clair County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,AL,40,1
0111799999,557,619,690,876,901,1,117,99999,143293,Shelby County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,AL,40,1
0111999999,322,411,481,642,843,1,119,99999,14798,Sumter County,NCNTY01119N01119,"Sumter County, AL",Sumter County,AL,40,0
0112199999,407,408,489,660,862,1,121,99999,80321,Talladega County,NCNTY01121N01121,"Talladega County, AL",Talladega County,AL,40,0
0112399999,385,394,483,681,791,1,123,99999,41475,Tallapoosa County,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,AL,40,0
0112599999,434,501,649,834,860,1,125,99999,164875,Tuscaloosa County,METRO46220M46220,"Tuscaloosa, AL MSA",Tuscaloosa County,AL,40,1
0112799999,440,441,529,661,722,1,127,99999,70713,Walker County,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",Walker County,AL,40,1
0112999999,399,421,481,610,815,1,129,99999,18097,Washington County,NCNTY01129N01129,"Washington County, AL",Washington County,AL,40,0
0113199999,399,421,481,610,815,1,131,99999,13183,Wilcox County,NCNTY01131N01131,"Wilcox County, AL",Wilcox County,AL,40,0
0113399999,321,366,481,576,593,1,133,99999,24843,Winston County,NCNTY01133N01133,"Winston County, AL",Winston County,AL,40,0
0201399999,759,862,1093,1351,1392,2,13,99999,2697,Aleutians East Borough,NCNTY02013N02013,"Aleutians East Borough, AK",Aleutians East Borough,AK,40,0
0201699999,759,862,1093,1351,1392,2,16,99999,5465,Aleutians West Census Area,NCNTY02016N02016,"Aleutians West Census Area, AK",Aleutians West Census Area,AK,40,0
0202099999,652,741,930,1339,1631,2,20,99999,260283,Anchorage Municipality,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,AK,40,1
0205099999,868,1087,1319,1578,2316,2,50,99999,16006,Bethel Census Area,NCNTY02050N02050,"Bethel Census Area, AK",Bethel Census Area,AK,40,0
0206099999,759,862,1093,1351,1392,2,60,99999,1258,Bristol Bay Borough,NCNTY02060N02060,"Bristol Bay Borough, AK",Bristol Bay Borough,AK,40,0
0206899999,639,788,984,1382,1556,2,68,99999,1893,Denali Borough,NCNTY02068N02068,"Denali Borough, AK",Denali Borough,AK,40,0
0207099999,759,862,1093,1351,1392,2,70,99999,4922,Dillingham Census Area,NCNTY02070N02070,"Dillingham Census Area, AK",Dillingham Census Area,AK,40,0
0209099999,607,730,934,1352,1428,2,90,99999,82840,Fairbanks North Star Borough,METRO21820M21820,"Fairbanks, AK MSA",Fairbanks North Star Borough,AK,40,1
0210099999,639,788,984,1382,1556,2,100,99999,2392,Haines Borough,NCNTY02100N02100,"Haines Borough, AK",Haines Borough,AK,40,0
0211099999,774,948,1192,1610,2007,2,110,99999,30711,Juneau City and Borough,NCNTY02110N02110,"Juneau City and Borough, AK",Juneau City and Borough,AK,40,0
0212299999,572,653,795,1089,1396,2,122,99999,49691,Kenai Peninsula Borough,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,AK,40,0
0213099999,683,871,1047,1525,1839,2,130,99999,14070,Ketchikan Gateway Borough,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,AK,40,0
0215099999,731,856,1126,1618,1713,2,150,99999,13913,Kodiak Island Borough,NCNTY02150N02150,"Kodiak Island Borough, AK",Kodiak Island Borough,AK,40,0
0216499999,759,862,1093,1351,1392,2,164,99999,1823,Lake and Peninsula Borough,NCNTY02164N02164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,AK,40,0
0217099999,592,689,879,1250,1518,2,170,99999,59322,Matanuska-Susitna Borough,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,AK,40,1
0218099999,760,976,1121,1353,1393,2,180,99999,9196,Nome Census Area,NCNTY02180N02180,"Nome Census Area, AK",Nome Census Area,AK,40,0
0218599999,783,915,1202,1438,1480,2,185,99999,7385,North Slope Borough,NCNTY02185N02185,"North Slope Borough, AK",North Slope Borough,AK,40,0
0218899999,759,862,1093,1351,1392,2,188,99999,7208,Northwest Arctic Borough,NCNTY02188N02188,"Northwest Arctic Borough, AK",Northwest Arctic Borough,AK,40,0
0220199999,759,862,1093,1351,1392,2,201,99999,6146,Prince of Wales-Outer Ketchikan Census Area,NCNTY02201N02201,"Prince of Wales-Outer Ketchikan Census Area, AK",Prince of Wales-Outer Ketchikan Census Area,AK,40,0
0222099999,726,837,999,1456,1753,2,220,99999,8835,Sitka City and Borough,NCNTY02220N02220,"Sitka City and Borough, AK",Sitka City and Borough,AK,40,0
0223299999,759,862,1093,1351,1392,2,232,99999,3436,Skagway-Hoonah-Angoon Census Area,NCNTY02232N02232,"Skagway-Hoonah-Angoon Census Area, AK",Skagway-Hoonah-Angoon Census Area,AK,40,0
0224099999,639,788,984,1382,1556,2,240,99999,6174,Southeast Fairbanks Census Area,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,AK,40,0
0226199999,639,788,984,1382,1556,2,261,99999,10195,Valdez-Cordova Census Area,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,AK,40,0
0227099999,759,862,1093,1351,1392,2,270,99999,7028,Wade Hampton Census Area,NCNTY02270N02270,"Wade Hampton Census Area, AK",Wade Hampton Census Area,AK,40,0
0228099999,759,862,1093,1351,1392,2,280,99999,6684,Wrangell-Petersburg Census Area,NCNTY02280N02280,"Wrangell-Petersburg Census Area, AK",Wrangell-Petersburg Census Area,AK,40,0
0228299999,759,862,1093,1351,1392,2,282,99999,808,Yakutat City and Borough,NCNTY02282N02282,"Yakutat City and Borough, AK",Yakutat City and Borough,AK,40,0
0229099999,759,862,1093,1351,1392,2,290,99999,6551,Yukon-Koyukuk Census Area,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,AK,40,0
0400199999,397,486,574,796,1009,4,1,99999,69423,Apache County,NCNTY04001N04001,"Apache County, AZ",Apache County,AZ,40,0
0400399999,466,540,678,936,1151,4,3,99999,117755,Cochise County,NCNTY04003N04003,"Cochise County, AZ",Cochise County,AZ,40,0
0400599999,753,896,1012,1301,1641,4,5,99999,116320,Coconino County,METRO22380M22380,"Flagstaff, AZ MSA",Coconino County,AZ,40,1
0400799999,509,596,784,1076,1109,4,7,99999,51335,Gila County,NCNTY04007N04007,"Gila County, AZ",Gila County,AZ,40,0
0400999999,528,569,637,880,1013,4,9,99999,33489,Graham County,NCNTY04009N04009,"Graham County, AZ",Graham County,AZ,40,0
0401199999,483,537,674,926,1048,4,11,99999,8547,Greenlee County,NCNTY04011N04011,"Greenlee County, AZ",Greenlee County,AZ,40,0
0401299999,542,544,652,923,950,4,12,99999,19715,La Paz County,NCNTY04012N04012,"La Paz County, AZ",La Paz County,AZ,40,0
0401399999,609,715,862,1256,1498,4,13,99999,3072149,Maricopa County,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,AZ,50,1
0401599999,564,620,723,1000,1116,4,15,99999,155032,Mohave County,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,AZ,40,1
0401799999,474,506,668,900,1066,4,17,99999,97470,Navajo County,NCNTY04017N04017,"Navajo County, AZ",Navajo County,AZ,40,0
0401999999,501,588,769,1110,1246,4,19,99999,843746,Pima County,METRO46060M46060,"Tucson, AZ MSA",Pima County,AZ,50,1
0402199999,609,715,862,1256,1498,4,21,99999,179727,Pinal County,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Pinal County,AZ,50,1
0402399999,557,558,707,1031,1061,4,23,99999,38381,Santa Cruz County,NCNTY04023N04023,"Santa Cruz County, AZ",Santa Cruz County,AZ,40,0
0402599999,627,648,818,1192,1228,4,25,99999,167517,Yavapai County,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,AZ,40,1
0402799999,527,622,743,1054,1291,4,27,99999,160026,Yuma County,METRO49740M49740,"Yuma, AZ MSA",Yuma County,AZ,40,1
0500199999,392,413,514,746,767,5,1,99999,20749,Arkansas County,NCNTY05001N05001,"Arkansas County, AR",Arkansas County,AR,40,0
0500399999,400,413,543,651,716,5,3,99999,24209,Ashley County,NCNTY05003N05003,"Ashley County, AR",Ashley County,AR,40,0
0500599999,394,457,553,743,937,5,5,99999,38386,Baxter County,NCNTY05005N05005,"Baxter County, AR",Baxter County,AR,40,0
0500799999,478,504,630,917,943,5,7,99999,153406,Benton County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,AR,40,1
0500999999,433,434,522,669,751,5,9,99999,33948,Boone County,NCNTY05009N05009,"Boone County, AR",Boone County,AR,40,0
0501199999,382,389,514,637,675,5,11,99999,12600,Bradley County,NCNTY05011N05011,"Bradley County, AR",Bradley County,AR,40,0
0501399999,333,462,514,655,833,5,13,99999,5744,Calhoun County,NCNTY05013N05013,"Calhoun County, AR",Calhoun County,AR,40,0
0501599999,450,451,541,682,950,5,15,99999,25357,Carroll County,NCNTY05015N05015,"Carroll County, AR",Carroll County,AR,40,0
0501799999,382,389,514,637,675,5,17,99999,14117,Chicot County,NCNTY05017N05017,"Chicot County, AR",Chicot County,AR,40,0
0501999999,409,415,534,688,709,5,19,99999,23546,Clark County,NCNTY05019N05019,"Clark County, AR",Clark County,AR,40,0
0502199999,414,416,514,658,701,5,21,99999,17609,Clay County,NCNTY05021N05021,"Clay County, AR",Clay County,AR,40,0
0502399999,465,466,559,766,984,5,23,99999,24046,Cleburne County,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,AR,40,0
0502599999,397,471,590,708,840,5,25,99999,8571,Cleveland County,METRO38220M38220,"Pine Bluff, AR MSA",Cleveland County,AR,40,1
0502799999,337,433,519,637,729,5,27,99999,25603,Columbia County,NCNTY05027N05027,"Columbia County, AR",Columbia County,AR,40,0
0502999999,427,440,514,708,770,5,29,99999,20336,Conway County,NCNTY05029N05029,"Conway County, AR",Conway County,AR,40,0
0503199999,468,488,563,792,816,5,31,99999,82148,Craighead County,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",Craighead County,AR,40,1
0503399999,378,430,535,713,776,5,33,99999,53247,Crawford County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,AR,40,1
0503599999,615,669,743,990,1021,5,35,99999,50866,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,AR,40,1
0503799999,429,431,517,754,823,5,37,99999,19526,Cross County,NCNTY05037N05037,"Cross County, AR",Cross County,AR,40,0
0503999999,333,462,514,655,833,5,39,99999,9210,Dallas County,NCNTY05039N05039,"Dallas County, AR",Dallas County,AR,40,0
0504199999,382,389,514,654,675,5,41,99999,15341,Desha County,NCNTY05041N05041,"Desha County, AR",Desha County,AR,40,0
0504399999,367,472,567,713,994,5,43,99999,18723,Drew County,NCNTY05043N05043,"Drew County, AR",Drew County,AR,40,0
0504599999,535,608,678,908,937,5,45,99999,86014,Faulkner County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,AR,40,1
0504799999,335,437,514,651,795,5,47,99999,17771,Franklin County,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",Franklin County,AR,40,1
0504999999,409,411,514,675,754,5,49,99999,11642,Fulton County,NCNTY05049N05049,"Fulton County, AR",Fulton County,AR,40,0
0505199999,401,498,619,773,797,5,51,99999,88068,Garland County,METRO26300M26300,"Hot Springs, AR MSA",Garland County,AR,40,1
0505399999,429,442,540,782,806,5,53,99999,16464,Grant County,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,AR,40,1
0505599999,333,464,514,752,774,5,55,99999,37331,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,AR,40,0
0505799999,402,451,527,631,725,5,57,99999,23587,Hempstead County,NCNTY05057N05057,"Hempstead County, AR",Hempstead County,AR,40,0
0505999999,428,429,514,674,695,5,59,99999,30353,Hot Spring County,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,AR,40,0
0506199999,393,456,514,662,684,5,61,99999,14300,Howard County,NCNTY05061N05061,"Howard County, AR",Howard County,AR,40,0
0506399999,357,426,514,665,722,5,63,99999,34233,Independence County,NCNTY05063N05063,"Independence County, AR",Independence County,AR,40,0
0506599999,409,411,514,675,754,5,65,99999,13249,Izard County,NCNTY05065N05065,"Izard County, AR",Izard County,AR,40,0
0506799999,346,454,514,725,748,5,67,99999,18418,Jackson County,NCNTY05067N05067,"Jackson County, AR",Jackson County,AR,40,0
0506999999,397,471,590,708,840,5,69,99999,84278,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,AR,40,1
0507199999,333,457,514,685,819,5,71,99999,22781,Johnson County,NCNTY05071N05071,"Johnson County, AR",Johnson County,AR,40,0
0507399999,405,463,532,636,761,5,73,99999,8559,Lafayette County,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,AR,40,0
0507599999,335,410,514,632,836,5,75,99999,17774,Lawrence County,NCNTY05075N05075,"Lawrence County, AR",Lawrence County,AR,40,0
0507799999,365,413,514,685,796,5,77,99999,12580,Lee County,NCNTY05077N05077,"Lee County, AR",Lee County,AR,40,0
0507999999,397,471,590,708,840,5,79,99999,14492,Lincoln County,METRO38220M38220,"Pine Bluff, AR MSA",Lincoln County,AR,40,1
0508199999,405,463,532,649,761,5,81,99999,13628,Little River County,NCNTY05081N05081,"Little River County, AR",Little River County,AR,40,0
0508399999,334,432,514,735,822,5,83,99999,22486,Logan County,NCNTY05083N05083,"Logan County, AR",Logan County,AR,40,0
0508599999,535,608,678,908,937,5,85,99999,52828,Lonoke County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,AR,40,1
0508799999,478,504,630,917,943,5,87,99999,14243,Madison County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Madison County,AR,40,1
0508999999,427,428,514,676,745,5,89,99999,16140,Marion County,NCNTY05089N05089,"Marion County, AR",Marion County,AR,40,0
0509199999,476,481,592,722,786,5,91,99999,40443,Miller County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",Miller County,AR,40,1
0509399999,362,404,529,698,842,5,93,99999,51979,Mississippi County,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,AR,40,0
0509599999,428,429,514,644,665,5,95,99999,10254,Monroe County,NCNTY05095N05095,"Monroe County, AR",Monroe County,AR,40,0
0509799999,398,462,582,732,754,5,97,99999,9245,Montgomery County,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,AR,40,0
0509999999,405,463,532,636,761,5,99,99999,9955,Nevada County,NCNTY05099N05099,"Nevada County, AR",Nevada County,AR,40,0
0510199999,428,429,516,666,748,5,101,99999,8608,Newton County,NCNTY05101N05101,"Newton County, AR",Newton County,AR,40,0
0510399999,333,463,514,707,829,5,103,99999,28790,Ouachita County,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,AR,40,0
0510599999,535,608,678,908,937,5,105,99999,10209,Perry County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,AR,40,1
0510799999,426,430,514,669,690,5,107,99999,26445,Phillips County,NCNTY05107N05107,"Phillips County, AR",Phillips County,AR,40,0
0510999999,405,463,532,636,761,5,109,99999,11303,Pike County,NCNTY05109N05109,"Pike County, AR",Pike County,AR,40,0
0511199999,334,432,514,684,819,5,111,99999,25614,Poinsett County,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,AR,40,1
0511399999,427,463,514,668,813,5,113,99999,20229,Polk County,NCNTY05113N05113,"Polk County, AR",Polk County,AR,40,0
0511599999,386,414,536,755,777,5,115,99999,54469,Pope County,NCNTY05115N05115,"Pope County, AR",Pope County,AR,40,0
0511799999,428,429,514,644,665,5,117,99999,9539,Prairie County,NCNTY05117N05117,"Prairie County, AR",Prairie County,AR,40,0
0511999999,535,608,678,908,937,5,119,99999,361474,Pulaski County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,AR,40,1
0512199999,334,418,514,615,902,5,121,99999,18195,Randolph County,NCNTY05121N05121,"Randolph County, AR",Randolph County,AR,40,0
0512399999,435,452,527,744,923,5,123,99999,29329,St. Francis County,NCNTY05123N05123,"St. Francis County, AR",St. Francis County,AR,40,0
0512599999,535,608,678,908,937,5,125,99999,83529,Saline County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Saline County,AR,40,1
0512799999,427,429,514,711,901,5,127,99999,10996,Scott County,NCNTY05127N05127,"Scott County, AR",Scott County,AR,40,0
0512999999,428,429,516,666,748,5,129,99999,8261,Searcy County,NCNTY05129N05129,"Searcy County, AR",Searcy County,AR,40,0
0513199999,378,430,535,713,776,5,131,99999,115071,Sebastian County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Sebastian County,AR,40,1
0513399999,429,443,514,710,823,5,133,99999,15757,Sevier County,NCNTY05133N05133,"Sevier County, AR",Sevier County,AR,40,0
0513599999,428,429,514,655,676,5,135,99999,17119,Sharp County,NCNTY05135N05135,"Sharp County, AR",Sharp County,AR,40,0
0513799999,409,411,514,675,754,5,137,99999,11499,Stone County,NCNTY05137N05137,"Stone County, AR",Stone County,AR,40,0
0513999999,439,462,528,684,888,5,139,99999,45629,Union County,NCNTY05139N05139,"Union County, AR",Union County,AR,40,0
0514199999,334,390,514,637,821,5,141,99999,16192,Van Buren County,NCNTY05141N05141,"Van Buren County, AR",Van Buren County,AR,40,0
0514399999,478,504,630,917,943,5,143,99999,157715,Washington County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Washington County,AR,40,1
0514599999,440,441,530,720,740,5,145,99999,67165,White County,NCNTY05145N05145,"White County, AR",White County,AR,40,0
0514799999,428,429,514,644,665,5,147,99999,8741,Woodruff County,NCNTY05147N05147,"Woodruff County, AR",Woodruff County,AR,40,0
0514999999,425,448,514,705,727,5,149,99999,21139,Yell County,NCNTY05149N05149,"Yell County, AR",Yell County,AR,40,0
0600199999,866,1046,1239,1680,2080,6,1,99999,1443741,Alameda County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Alameda County,CA,40,1
0600399999,594,666,850,1212,1248,6,3,99999,1208,Alpine County,NCNTY06003N06003,"Alpine County, CA",Alpine County,CA,40,0
0600599999,642,752,987,1434,1478,6,5,99999,35100,Amador County,NCNTY06005N06005,"Amador County, CA",Amador County,CA,40,0
0600799999,551,655,790,1114,1330,6,7,99999,203171,Butte County,METRO17020M17020,"Chico, CA MSA",Butte County,CA,40,1
0600999999,655,656,788,1149,1267,6,9,99999,40554,Calaveras County,NCNTY06009N06009,"Calaveras County, CA",Calaveras County,CA,40,0
0601199999,597,599,779,1006,1367,6,11,99999,18804,Colusa County,NCNTY06011N06011,"Colusa County, CA",Colusa County,CA,40,0
0601399999,866,1046,1239,1680,2080,6,13,99999,948816,Contra Costa County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,CA,40,1
0601599999,585,593,767,1117,1151,6,15,99999,27507,Del Norte County,NCNTY06015N06015,"Del Norte County, CA",Del Norte County,CA,40,0
0601799999,708,805,982,1417,1624,6,17,99999,156299,El Dorado County,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",El Dorado County,CA,40,1
0601999999,619,682,805,1171,1261,6,19,99999,799407,Fresno County,METRO23420M23420,"Fresno, CA MSA",Fresno County,CA,40,1
0602199999,511,524,690,898,922,6,21,99999,26453,Glenn County,NCNTY06021N06021,"Glenn County, CA",Glenn County,CA,40,0
0602399999,543,636,837,1200,1329,6,23,99999,126518,Humboldt County,NCNTY06023N06023,"Humboldt County, CA",Humboldt County,CA,40,0
