0,0,US,United States,46242
1,0,AL,Alabama,36936
1,1,AL,Autauga County,45019
1,3,AL,Baldwin County,42804
1,5,AL,Barbour County,29534
1,7,AL,Bibb County,34212
1,9,AL,Blount County,40588
1,11,AL,Bullock County,21728
1,13,AL,Butler County,28058
1,15,AL,Calhoun County,35937
1,17,AL,Chambers County,31538
1,19,AL,Cherokee County,33858
1,21,AL,Chilton County,36098
1,23,AL,Choctaw County,27512
1,25,AL,Clarke County,29531
1,27,AL,Clay County,33512
1,29,AL,Cleburne County,34287
1,31,AL,Coffee County,37025
1,33,AL,Colbert County,35590
1,35,AL,Conecuh County,24587
1,37,AL,Coosa County,31142
1,39,AL,Covington County,30847
1,41,AL,Crenshaw County,29410
1,43,AL,Cullman County,36693
1,45,AL,Dale County,36422
1,47,AL,Dallas County,24936
1,49,AL,DeKalb County,31501
1,51,AL,Elmore County,45474
1,53,AL,Escambia County,30600
1,55,AL,Etowah County,32973
1,57,AL,Fayette County,31720
1,59,AL,Franklin County,29698
1,61,AL,Geneva County,29492
1,63,AL,Greene County,22436
1,65,AL,Hale County,27535
1,67,AL,Henry County,33191
1,69,AL,Houston County,37947
1,71,AL,Jackson County,32208
1,73,AL,Jefferson County,41821
1,75,AL,Lamar County,30373
1,77,AL,Lauderdale County,33448
1,79,AL,Lawrence County,37871
1,81,AL,Lee County,35320
1,83,AL,Limestone County,40745
1,85,AL,Lowndes County,25590
1,87,AL,Macon County,23500
1,89,AL,Madison County,50522
1,91,AL,Marengo County,29635
1,93,AL,Marion County,29800
1,95,AL,Marshall County,34668
1,97,AL,Mobile County,36143
1,99,AL,Monroe County,30964
1,101,AL,Montgomery County,39749
1,103,AL,Morgan County,41339
1,105,AL,Perry County,22109
1,107,AL,Pickens County,28578
1,109,AL,Pike County,27581
1,111,AL,Randolph County,32974
1,113,AL,Russell County,30155
1,115,AL,St. Clair County,45416
1,117,AL,Shelby County,61563
1,119,AL,Sumter County,21252
1,121,AL,Talladega County,33986
1,123,AL,Tallapoosa County,32672
1,125,AL,Tuscaloosa County,34459
1,127,AL,Walker County,33666
1,129,AL,Washington County,33001
1,131,AL,Wilcox County,19407
1,133,AL,Winston County,29320
2,0,AK,Alaska,55477
2,13,AK,Aleutians East Borough,47177
2,16,AK,Aleutians West Census Area,60138
2,20,AK,Anchorage Borough,61018
2,50,AK,Bethel Census Area,45504
2,60,AK,Bristol Bay Borough,58017
2,68,AK,Denali Borough,58019
2,70,AK,Dillingham Census Area,43991
2,90,AK,Fairbanks North Star Borough,55408
2,100,AK,Haines Borough,41981
2,110,AK,Juneau Borough,67614
2,122,AK,Kenai Peninsula Borough,48373
2,130,AK,Ketchikan Gateway Borough,53152
2,150,AK,Kodiak Island Borough,54933
2,164,AK,Lake and Peninsula Borough,34806
2,170,AK,Matanuska-Susitna Borough,57134
2,180,AK,Nome Census Area,42623
2,185,AK,North Slope Borough,62760
2,188,AK,Northwest Arctic Borough,48280
2,201,AK,Prince of Wales-Outer Ketchikan Census Area,39247
2,220,AK,Sitka Borough,54499
2,232,AK,Skagway-Hoonah-Angoon Census Area,42591
2,240,AK,Southeast Fairbanks Census Area,46292
2,261,AK,Valdez-Cordova Census Area,52864
2,270,AK,Wade Hampton Census Area,29213
2,280,AK,Wrangell-Petersburg Census Area,48183
2,282,AK,Yakutat Borough,46505
2,290,AK,Yukon-Koyukuk Census Area,30907
4,0,AZ,Arizona,44402
4,1,AZ,Apache County,26308
4,3,AZ,Cochise County,36296
4,5,AZ,Coconino County,41446
4,7,AZ,Gila County,33862
4,9,AZ,Graham County,33558
4,11,AZ,Greenlee County,43338
4,12,AZ,La Paz County,29015
4,13,AZ,Maricopa County,48752
4,15,AZ,Mohave County,35320
4,17,AZ,Navajo County,31532
4,19,AZ,Pima County,41484
4,21,AZ,Pinal County,41177
4,23,AZ,Santa Cruz County,33491
4,25,AZ,Yavapai County,40382
4,27,AZ,Yuma County,35739
5,0,AR,Arkansas,35041
5,1,AR,Arkansas County,34821
5,3,AR,Ashley County,32800
5,5,AR,Baxter County,31278
5,7,AR,Benton County,48162
5,9,AR,Boone County,33563
5,11,AR,Bradley County,27543
5,13,AR,Calhoun County,31783
5,15,AR,Carroll County,30789
5,17,AR,Chicot County,23546
5,19,AR,Clark County,31437
5,21,AR,Clay County,28039
5,23,AR,Cleburne County,34240
5,25,AR,Cleveland County,36535
5,27,AR,Columbia County,30337
5,29,AR,Conway County,33890
5,31,AR,Craighead County,34109
5,33,AR,Crawford County,35191
5,35,AR,Crittenden County,31414
5,37,AR,Cross County,31737
5,39,AR,Dallas County,28631
5,41,AR,Desha County,25681
5,43,AR,Drew County,31165
5,45,AR,Faulkner County,42738
5,47,AR,Franklin County,32978
5,49,AR,Fulton County,28449
5,51,AR,Garland County,32722
5,53,AR,Grant County,41215
5,55,AR,Greene County,34549
5,57,AR,Hempstead County,30391
5,59,AR,Hot Spring County,34210
5,61,AR,Howard County,30281
5,63,AR,Independence County,32671
5,65,AR,Izard County,27339
5,67,AR,Jackson County,27454
5,69,AR,Jefferson County,32105
5,71,AR,Johnson County,30545
5,73,AR,Lafayette County,26321
5,75,AR,Lawrence County,29534
5,77,AR,Lee County,22454
5,79,AR,Lincoln County,32186
5,81,AR,Little River County,33333
5,83,AR,Logan County,31588
5,85,AR,Lonoke County,45012
5,87,AR,Madison County,33660
5,89,AR,Marion County,28531
5,91,AR,Miller County,32408
5,93,AR,Mississippi County,29822
5,95,AR,Monroe County,27334
5,97,AR,Montgomery County,31822
5,99,AR,Nevada County,28594
5,101,AR,Newton County,27290
5,103,AR,Ouachita County,31401
5,105,AR,Perry County,38604
5,107,AR,Phillips County,24141
5,109,AR,Pike County,31701
5,111,AR,Poinsett County,29121
5,113,AR,Polk County,28333
5,115,AR,Pope County,33089
5,117,AR,Prairie County,32712
5,119,AR,Pulaski County,40629
5,121,AR,Randolph County,30439
5,123,AR,St. Francis County,27732
5,125,AR,Saline County,48487
5,127,AR,Scott County,27641
5,129,AR,Searcy County,23734
5,131,AR,Sebastian County,35765
5,133,AR,Sevier County,33200
5,135,AR,Sharp County,25875
5,137,AR,Stone County,25105
5,139,AR,Union County,33146
5,141,AR,Van Buren County,28004
5,143,AR,Washington County,39788
5,145,AR,White County,36407
5,147,AR,Woodruff County,26789
5,149,AR,Yell County,31580
6,0,CA,California,53627
6,1,CA,Alameda County,60937
6,3,CA,Alpine County,45283
6,5,CA,Amador County,52078
6,7,CA,Butte County,36303
6,9,CA,Calaveras County,47639
6,11,CA,Colusa County,39186
6,13,CA,Contra Costa County,69463
6,15,CA,Del Norte County,32724
6,17,CA,El Dorado County,62199
6,19,CA,Fresno County,41390
6,21,CA,Glenn County,35707
6,23,CA,Humboldt County,33923
6,25,CA,Imperial County,35085
6,27,CA,Inyo County,39911
6,29,CA,Kern County,40146
6,31,CA,Kings County,40433
6,33,CA,Lake County,34874
6,35,CA,Lassen County,41423
6,37,CA,Los Angeles County,48166
6,39,CA,Madera County,44655
6,41,CA,Marin County,78009
6,43,CA,Mariposa County,39891
6,45,CA,Mendocino County,40149
6,47,CA,Merced County,40039
6,49,CA,Modoc County,29506
6,51,CA,Mono County,49703
6,53,CA,Monterey County,55723
6,55,CA,Napa County,62836
6,57,CA,Nevada County,51582
6,59,CA,Orange County,65823
6,61,CA,Placer County,62777
6,63,CA,Plumas County,40982
6,65,CA,Riverside County,52029
6,67,CA,Sacramento County,51713
6,69,CA,San Benito County,62215
6,71,CA,San Bernardino County,48761
6,73,CA,San Diego County,56224
6,75,CA,San Francisco County,57476
6,77,CA,San Joaquin County,48828
6,79,CA,San Luis Obispo County,49313
6,81,CA,San Mateo County,74286
6,83,CA,Santa Barbara County,54721
6,85,CA,Santa Clara County,76686
6,87,CA,Santa Cruz County,57506
6,89,CA,Shasta County,41254
6,91,CA,Sierra County,39380
6,93,CA,Siskiyou County,35039
6,95,CA,Solano County,61784
6,97,CA,Sonoma County,58110
6,99,CA,Stanislaus County,46769
6,101,CA,Sutter County,44914
6,103,CA,Tehama County,33903
6,105,CA,Trinity County,31434
6,107,CA,Tulare County,38179
6,109,CA,Tuolumne County,42381
6,111,CA,Ventura County,66531
6,113,CA,Yolo County,49378
6,115,CA,Yuba County,35786
8,0,CO,Colorado,50841
8,1,CO,Adams County,50798
8,3,CO,Alamosa County,32642
8,5,CO,Arapahoe County,55159
8,7,CO,Archuleta County,41860
8,9,CO,Baca County,28804
8,11,CO,Bent County,30166
8,13,CO,Boulder County,58334
8,14,CO,Broomfield County,67067
8,15,CO,Chaffee County,40120
8,17,CO,Cheyenne County,39252
8,19,CO,Clear Creek County,61937
8,21,CO,Conejos County,28010
8,23,CO,Costilla County,21920
8,25,CO,Crowley County,27107
8,27,CO,Custer County,40946
8,29,CO,Delta County,35358
8,31,CO,Denver County,42576
8,33,CO,Dolores County,35384
8,35,CO,Douglas County,90143
8,37,CO,Eagle County,63848
8,39,CO,Elbert County,69074
8,41,CO,El Paso County,50878
8,43,CO,Fremont County,36403
8,45,CO,Garfield County,52189
8,47,CO,Gilpin County,56911
8,49,CO,Grand County,51043
8,51,CO,Gunnison County,40436
8,53,CO,Hinsdale County,42012
8,55,CO,Huerfano County,28334
8,57,CO,Jackson County,34281
8,59,CO,Jefferson County,60996
8,61,CO,Kiowa County,31289
8,63,CO,Kit Carson County,35157
8,65,CO,Lake County,38960
8,67,CO,La Plata County,46881
8,69,CO,Larimer County,49188
8,71,CO,Las Animas County,32246
8,73,CO,Lincoln County,34960
8,75,CO,Logan County,36134
8,77,CO,Mesa County,39750
8,79,CO,Mineral County,40134
8,81,CO,Moffat County,46983
8,83,CO,Montezuma County,35329
8,85,CO,Montrose County,38911
8,87,CO,Morgan County,35805
8,89,CO,Otero County,32866
8,91,CO,Ouray County,48855
8,93,CO,Park County,55589
8,95,CO,Phillips County,34664
8,97,CO,Pitkin County,57615
8,99,CO,Prowers County,31042
8,101,CO,Pueblo County,37129
8,103,CO,Rio Blanco County,44709
8,105,CO,Rio Grande County,34215
8,107,CO,Routt County,58482
8,109,CO,Saguache County,26081
8,111,CO,San Juan County,33462
8,113,CO,San Miguel County,50324
8,115,CO,Sedgwick County,29871
8,117,CO,Summit County,56275
8,119,CO,Teller County,56557
8,121,CO,Washington County,39779
8,123,CO,Weld County,48338
8,125,CO,Yuma County,37089
9,0,CT,Connecticut,60840
9,1,CT,Fairfield County,71493
9,3,CT,Hartford County,57722
9,5,CT,Litchfield County,63869
9,7,CT,Middlesex County,69856
9,9,CT,New Haven County,53577
9,11,CT,New London County,58674
9,13,CT,Tolland County,72167
9,15,CT,Windham County,48630
10,0,DE,Delaware,52508
10,1,DE,Kent County,47335
10,3,DE,New Castle County,59054
10,5,DE,Sussex County,44632
11,0,DC,District of Columbia,48078
11,1,DC,District of Columbia,48078
12,0,FL,Florida,42437
12,1,FL,Alachua County,35474
12,3,FL,Baker County,43011
12,5,FL,Bay County,40540
12,7,FL,Bradford County,36699
12,9,FL,Brevard County,43403
12,11,FL,Broward County,46618
12,13,FL,Calhoun County,28450
12,15,FL,Charlotte County,39159
12,17,FL,Citrus County,34171
12,19,FL,Clay County,54277
12,21,FL,Collier County,52301
12,23,FL,Columbia County,33383
12,27,FL,DeSoto County,34879
12,29,FL,Dixie County,28251
12,31,FL,Duval County,44694
12,33,FL,Escambia County,39830
12,35,FL,Flagler County,45355
12,37,FL,Franklin County,30960
12,39,FL,Gadsden County,33246
12,41,FL,Gilchrist County,35286
12,43,FL,Glades County,34415
12,45,FL,Gulf County,34823
12,47,FL,Hamilton County,28301
12,49,FL,Hardee County,31989
12,51,FL,Hendry County,36211
12,53,FL,Hernando County,37672
12,55,FL,Highlands County,31104
12,57,FL,Hillsborough County,45084
12,59,FL,Holmes County,30778
